SEGMENTID,the_geom,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
29290,POINT (-73.96187736663441 40.665762335045585),488,X,2,1006486,5,3378179,3,07/11/2011 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,4,OTHER,32333311,0,BK BOTANICAL GARDEN CAFE
29290,POINT (-73.96195431962744 40.66650964007808),488,X,2,1006487,5,3378179,3,07/11/2011 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,4,OTHER,32333310,0,BKLYN BOTANIC GARDENS GIFT SHOP
29290,POINT (-73.96185740685424 40.666065596087435),488,X,2,1006504,5,3378179,3,07/12/2011 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,4,OTHER,32333303,0,STEINHARDT CONSERVATORY
29703,POINT (-73.94908167902258 40.68730915595523),0,,1,3286,1,3050642,3,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,9,NYPD,,3063596,MACEDONIA CHRIST CHURCH
16357,POINT (-74.07720184431734 40.63676689367025),0,,1,18828,1,5013244,5,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,9,NYPD,,5015885,BETHEL COMMUNITY CHURCH
166056,POINT (-73.95495818133374 40.78076364981831),0,,2,3295,1,1048064,1,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,9,NYPD,,5151936,IMMANUEL EVANGEL LUTHERAN CHURCH
73781,POINT (-73.90143805135516 40.724233962814694),0,,2,4085,1,4060683,4,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,9,NYPD,,0,TRANSFIGURATION CHURCH
23787,POINT (-73.99822760369894 40.7147759470677),0,,1,15583,1,1001699,1,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,9,NYPD,,1001947,FIRST CHINESE BAPTIST NYC
117765,POINT (-73.93044590643625 40.594742242820715),0,,2,2948,12,3250139,3,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,6,NYPD,,3310937,ANCHOR YACHT CLUB
121395,POINT (-73.92997696359659 40.5942955702319),0,,2,14771,10,3250140,3,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,4,NYPD,,3310938,TAMAQUA FISHING STATION
86366,POINT (-73.85692100296774 40.85076955384146),0,,1,3984,1,2110970,2,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,9,EMS,,0,ST CLARES CHURCH
80905,POINT (-73.90539279626314 40.90137143957655),0,N,1,207,1,0,2,05/14/2009 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,4,DPR,21244001,0,HACKETT PARK
149465,POINT (-73.78187543912988 40.70842394149782),0,,1,1031078,1,4211561,4,04/20/2018 12:00:00 AM +0000,04/20/2018 12:00:00 AM +0000,9,OTHER,,235203,BETHESDA MISSIONARY BAPTIST CHURCH
98868,POINT (-73.78885359553176 40.7715673562359),0,,1,1031081,1,4443990,4,04/20/2018 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,9,OTHER,,145376,HAEUN PRESBYTERIAN CHURCH
29290,POINT (-73.96204888951664 40.666821744215035),488,X,2,1006505,5,3378179,3,07/12/2011 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,4,OTHER,32333304,0,BK BOTANICAL GARDENS PALM HOUSE
29290,POINT (-73.96171986742378 40.6658272884517),488,X,2,1006506,5,3378179,3,07/12/2011 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,4,OTHER,32333306,0,BK BOTANICAL GDN AQUATIC HOUSE
28992,POINT (-73.9749268058087 40.665546923328556),450,X,2,1006604,1,3347254,3,07/15/2011 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,4,OTHER,37250743,0,PROSPECT PARK SHOPS BUILDING
308460,POINT (-73.88669162387488 40.720952368734245),0,,1,10995,4,4067005,4,05/14/2009 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,2,FDNY,,75180,OUR LADY HOPE SCHL
9003087,POINT (-73.98042946253881 40.717531344435955),463,X,1,18422,8,1082667,1,05/14/2009 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,4,DCP,12593606,5175613,MASARYK TOWERS SWIMMING POOL
29292,POINT (-73.96214242521931 40.66742403913806),488,,2,1029468,5,3337842,3,03/20/2017 12:00:00 AM +0000,03/20/2017 12:00:00 AM +0000,4,OTHER,,3036559,BROOKLYN BOTANIC GARDEN LIBRARY
142699,POINT (-73.99621197702926 40.76945812195373),0,N,1,15003,7,1027184,1,05/14/2009 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,6,DCP,12918801,0,PIER 92
73074,POINT (-73.91056942373274 40.858798870938564),0,X,2,6071,7,2014903,2,05/14/2009 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,2,DCP,21543334,2026386,BRONX CC SNOW HALL
142699,POINT (-73.99611341887001 40.769621161142226),0,N,1,13101,7,1027184,1,05/14/2009 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,6,DCP,12923401,0,PIER 94
70557,POINT (-73.90794610633705 40.815301955009524),0,,2,5279,4,2004558,2,05/14/2009 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,10,DoITT,,2008603,HUNTS POINT MULTI SERVICE CENTER
34704,POINT (-73.97459960138573 40.72644560089289),0,,1,9975,2,1088345,1,05/14/2009 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,5,DoITT,,9114537,ESCUELA HISPANA MONTESSORI ELC AVE D
302030,POINT (-73.97463048251807 40.78777880024557),0,,2,3878,1,1032188,1,05/14/2009 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,9,NYPD,,1028806,WEST PARK PRESBYTERIAN CHURCH
28958,POINT (-73.97803239942677 40.684727717090965),0,,1,1002150,4,0,3,07/11/2012 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,13,OTHER,,0,TIMES PLAZA AREA
247249,POINT (-73.83808639625359 40.74736908663551),453,X,1,1003688,8,0,4,03/25/2011 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,4,OTHER,41323545,0,FMCP SOCCER FIELDS
84118,POINT (-73.8385582704386 40.74670061599504),453,X,1,1006084,10,4541456,4,07/07/2011 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,4,OTHER,41323521,5129330,FMCP SOCCER FIELD COMFORT STA
28959,POINT (-73.97763322320458 40.684938722415524),0,X,1,1024466,3,3798063,3,03/13/2014 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,6,OTHER,30091701,0,LIRR FLATBUSH AVENUE STATION
279410,POINT (-73.97319831288748 40.741214138410875),0,,1,1029005,1,1087297,1,12/22/2016 12:00:00 AM +0000,03/21/2017 12:00:00 AM +0000,10,OTHER,,9206186,NYU LANGONE JOAN AND JOEL SMILOW RESEARCH CENTER
81165,POINT (-73.89567382692216 40.90733479250503),33,,2,1200,1,0,2,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,4,DPR,,0,VAN CORTLANDT PARK KELLEY FIELD
215270,POINT (-74.23585040805122 40.50564549601501),0,,1,798,9,0,5,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,4,DoITT,,0,JOLINE POOL PLAYGROUND
45979,POINT (-73.90653220169257 40.62674915652279),0,N,2,6149,5,0,3,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,12,NOAA,30021501,0,PAERDEGAT BASIN
221955,POINT (-73.89689926942384 40.90797918735882),0,,1,5048,4,2085330,2,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,5,EMS,,2098284,PARK GARDENS NH
137890,POINT (-74.07125067988477 40.64463112622001),543,,1,8829,11,0,5,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,6,NOAA,,0,FERRY TERMINAL SLIP 4 FOG SIGNAL
258220,POINT (-74.01310527136577 40.69988850160312),542,,2,8837,11,0,1,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,6,NOAA,,0,WHITEHALL FERRY WEST FOG LIGHT
137890,POINT (-74.07191825154293 40.645186380283356),543,,1,14034,11,0,5,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,6,NOAA,,0,FERRY TERMINAL SLIP 6 FOG SIGNAL
258220,POINT (-74.01353310205637 40.700297124245715),542,,2,14038,11,0,1,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,6,NOAA,,0,WHITEHALL FERRY RACK A FOG SIGNAL
137890,POINT (-74.07097482174498 40.644130260864195),543,,1,14033,11,0,5,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,6,NOAA,,0,FERRY TERMINAL SLIP 3 FOG SIGNAL
261732,POINT (-74.01134484493454 40.700652786514475),541,,2,14039,11,0,1,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,6,NOAA,,0,GOVERNORS ISLAND FERRY RACK LOWER FOG LIGHTS (3)
215190,POINT (-73.91906367819891 40.813066684299834),0,,2,3971,1,2000493,2,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,9,NYPD,,0,ST PIUS 5 CHURCH
137235,POINT (-74.01197238570526 40.700137219702064),541,,2,8839,11,0,1,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,6,NOAA,,0,WHITEHALL FERRY EAST FOG LIGHT
215495,POINT (-73.98141339245275 40.717503217898354),463,X,1,7052,2,1082665,1,05/14/2009 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,1,DCP,12593605,1004778,MASARYK TOWERS BUILDING 4
215270,POINT (-74.23531135549237 40.505654703718946),0,N,1,1029388,11,0,5,03/03/2017 12:00:00 AM +0000,03/03/2017 12:00:00 AM +0000,4,OTHER,51136501,0,TOTTENVILLE POOL
45355,POINT (-73.9093462570455 40.69340020592759),0,,1,3692,1,3078359,3,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,9,DoITT,,0,ST MARTIN OF TOURS RC CHURCH
87084,POINT (-73.84242630722679 40.84064576277789),0,X,1,946,7,2041875,2,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,4,DoITT,21215501,5160114,O DOLEN GOLDEN AGE CENTER
9003963,POINT (-73.94066177412758 40.81836271638809),0,,2,4139,1,1060061,1,05/14/2009 12:00:00 AM +0000,04/17/2018 12:00:00 AM +0000,9,NYPD,,1051507,NEW MT ZION BAPT
33164,POINT (-73.98407019712812 40.738525098694495),0,,1,3621,1,1018017,1,05/14/2009 12:00:00 AM +0000,04/17/2018 12:00:00 AM +0000,9,NYPD,,1020751,GUSTAUUS ADOLPHUS LUTHERAN CHURCH
159719,POINT (-74.166811143066 40.58019275854971),0,,1,2988,1,5039660,5,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,7,EMS,,5049563,STATEN ISLAND MALL SEARS
38513,POINT (-73.95614601661991 40.814882202004135),0,,2,3714,1,1084122,1,05/14/2009 12:00:00 AM +0000,04/17/2018 12:00:00 AM +0000,9,NYPD,,1050922,ST MARYS EPISCOPAL CHURCH
67887,POINT (-73.92181063113541 40.759285748096325),0,,1,4037,1,4436899,4,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,9,DoITT,,0,MOST PRECIOUS BLOOD RC CHURCH
161451,POINT (-74.00332950232746 40.573551688642404),35,G,2,18347,4,3189354,3,05/14/2009 12:00:00 AM +0000,04/17/2018 12:00:00 AM +0000,4,DCP,37594501,3240157,SEA GATE BEACH AND CABANA CLUB
174629,POINT (-73.90881961916578 40.895983255669556),0,,1,5228,2,2098757,2,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,5,DoITT,,5145450,RIVERDALE PRESBYTERIAN CHURCH NURSERY SCHOOL
18251,POINT (-74.00566903386142 40.57606302505646),35,,2,3694,2,3188639,3,05/14/2009 12:00:00 AM +0000,04/17/2018 12:00:00 AM +0000,9,EMS,,3238683,KNESES ISREAL CONGREGATION
59690,POINT (-73.76735871784183 40.66536482662136),0,,1,4010,1,4285684,4,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,9,DoITT,,0,CHRIST THE KING RC CHURCH
80452,POINT (-73.88330203296843 40.87143612506941),0,,2,15614,1,2086845,2,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,9,NYPD,,2029024,BEDFORD PARK CONGREGATION CHURCH
166545,POINT (-73.94678301233309 40.80679767187204),0,,2,3630,1,1057786,1,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,9,NYPD,,1048160,EPHESUS 7 DAY ADVENTIST CHURCH
174629,POINT (-73.90854010975256 40.89599770212953),0,,1,3952,1,2087605,2,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,9,DoITT,,0,RIVERDALE PRESBYTERIAN CHURCH
18239,POINT (-74.00578319789237 40.574996816749625),35,,2,7260,5,3189297,3,05/14/2009 12:00:00 AM +0000,04/17/2018 12:00:00 AM +0000,5,DoITT,,5154169,ABRAHAM RESIDENCE II
43289,POINT (-73.92879630275812 40.67517210396259),0,,1,14943,1,3035824,3,05/14/2009 12:00:00 AM +0000,04/17/2018 12:00:00 AM +0000,9,EMS,,10166817,BEREAN BAPT CHURCH
121792,POINT (-73.8495081763355 40.76343640772096),0,,2,6377,11,0,4,05/14/2009 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,6,NOAA,,0,FLUSHING HARBOR BUOY 2
158626,POINT (-73.9695423278445 40.76388107634683),0,,1,3538,1,1040805,1,05/14/2009 12:00:00 AM +0000,04/23/2018 12:00:00 AM +0000,9,NYPD,,5171202,CHRIST CHURCH METHODIST
84019,POINT (-73.84789512515705 40.76248087085379),0,,2,6376,11,0,4,05/14/2009 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,6,NOAA,,0,FLUSHING HARBOR BUOY 1
113909,POINT (-73.8451443711707 40.764117577338666),0,,2,13474,11,0,4,05/14/2009 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,6,NOAA,,0,FLUSHING BAY CHANNEL BUOY 18
9017033,POINT (-73.72777346456407 40.732825133858896),0,,2,5628,1,4438355,4,05/14/2009 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,3,EMS,,9220661,YMCA CROSS ISLAND
147676,POINT (-73.8948129250244 40.891137952806986),33,N,2,13693,4,2114843,2,05/14/2009 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,3,DCP,27163001,5174623,VAN CTLND MANSION
86801,POINT (-73.84843293546508 40.84070140008606),0,,1,11376,1,2042138,2,05/14/2009 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,10,EMS,,2046066,WESTCHESTER SQ HOSPITAL
158626,POINT (-73.96957636437945 40.763830549179524),0,,1,5008,2,1040805,1,05/14/2009 12:00:00 AM +0000,04/23/2018 12:00:00 AM +0000,5,DoITT,,5171202,CHRIST CHURCH DAY SCHOOL
151061,POINT (-73.8986793448504 40.61829115868529),0,N,1,19900,1,0,3,12/15/2008 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,4,DCP,31280501,0,J T MCGUIRE PARK
86858,POINT (-73.84365720506817 40.84578612929676),437,,2,1002406,3,2045752,2,09/02/2010 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,6,OTHER,,5179929,MTA PELHAM MAINTENANCE SHOP & PELHAM DIESEL
37022,POINT (-73.94607496268044 40.75933673414914),0,,2,1030549,2,4458051,4,11/16/2017 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,7,OTHER,,0,RAVENSWOOD GENERATING STATION
242332,POINT (-73.93533250106283 40.77189542238175),0,,2,1031114,2,0,4,04/24/2018 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,OTHER,,0,FERRY LANDING ASTORIA
222592,POINT (-73.9769873922009 40.73501586874191),517,G,1,7697,2,0,1,05/14/2009 12:00:00 AM +0000,04/24/2018 12:00:00 AM +0000,1,DCP,12874501,0,STUYVESANT TOWN PETER COOPER VILLAGE
35812,POINT (-73.97784093357848 40.75443811469697),0,,2,15719,1,1035376,1,05/14/2009 12:00:00 AM +0000,04/25/2018 12:00:00 AM +0000,8,NYPD,,1030748,MTA HEADQUARTERS
74923,POINT (-73.88026392022357 40.740658545994975),0,,2,15475,2,4038665,4,05/14/2009 12:00:00 AM +0000,04/25/2018 12:00:00 AM +0000,5,DoITT,,43246,RED APPLE CHILD DEVELOPMENT CENTER CORNISH AVE
5674,POINT (-74.17129535295427 40.641863188454174),0,,2,6608,6,5027383,5,05/14/2009 12:00:00 AM +0000,04/25/2018 12:00:00 AM +0000,7,NYPD,,5034029,MARINERS HARBOR YACHT CLUB
73666,POINT (-73.90590250910743 40.73677363018508),0,,2,13911,10,4054168,4,05/14/2009 12:00:00 AM +0000,04/25/2018 12:00:00 AM +0000,11,NYPD,,60623,NYPD BUILDING MAINTENANCE SECTION
35812,POINT (-73.97786694967577 40.754387849166015),0,,2,2982,1,1035376,1,05/14/2009 12:00:00 AM +0000,04/25/2018 12:00:00 AM +0000,8,NYPD,,1030748,METRO NORTH HEADQUARTERS
74948,POINT (-73.88004064481811 40.740851671705904),0,,2,5524,2,4314482,4,05/14/2009 12:00:00 AM +0000,04/25/2018 12:00:00 AM +0000,5,DoITT,,43222,RED APPLE CHILD DEVELOPMENT CENTER BROADWAY
31878,POINT (-74.00494825368321 40.724056021205186),0,,1,7575,3,1083493,1,05/14/2009 12:00:00 AM +0000,04/26/2018 12:00:00 AM +0000,2,DOE,,1009100,BROOME STREET ACADEMY CHARTER HIGH SCHOOL
9885,POINT (-74.1522972648172 40.63714985210096),0,,2,2959,2,5155236,5,05/14/2009 12:00:00 AM +0000,04/26/2018 12:00:00 AM +0000,7,EMS,,5167943,GREAT LAKES DREDGE & DOCK CORPORATION
110919,POINT (-74.00495879335082 40.724153996067095),0,,1,1009044,6,1083493,1,11/01/2011 12:00:00 AM +0000,04/26/2018 12:00:00 AM +0000,5,OTHER,,5158349,THE DOOR
315609,POINT (-73.96528230669858 40.66080832568279),450,X,1,12801,1,3347249,3,05/14/2009 12:00:00 AM +0000,04/26/2018 12:00:00 AM +0000,4,DoITT,37250710,0,PROSPECT PARK - AUDUBON CENTER AT THE BOATHOUSE
29530,POINT (-73.95453467813235 40.67128176694271),0,,1,1010784,1,3413781,3,02/14/2012 12:00:00 AM +0000,09/05/2017 12:00:00 AM +0000,9,OTHER,,3039563,NEIGHBORHOOD BAPT
218548,POINT (-73.96890297009386 40.79152140435784),0,,1,1030228,2,1084572,1,09/05/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,OTHER,,1029065,COLUMBUS PARK TOWER
79547,POINT (-73.87109294934564 40.84374113458695),438,G,1,8450,3,0,2,05/14/2009 12:00:00 AM +0000,09/06/2017 12:00:00 AM +0000,6,OTHER,20002001,0,NYCTA UNIONPORT YARD
222966,POINT (-73.99703415125619 40.7457049660278),0,,2,4520,2,1014170,1,05/14/2009 12:00:00 AM +0000,09/06/2017 12:00:00 AM +0000,5,DoITT,,1017565,KIDS KORNER PRESCHOOL
232797,POINT (-74.00770057993093 40.66473037108545),0,,,8832,11,0,3,05/14/2009 12:00:00 AM +0000,09/06/2017 12:00:00 AM +0000,6,NOAA,,0,GOWANUS BAY WHARF LIGHT
235054,POINT (-73.88670106368771 40.689395527939276),0,N,1,8604,5,0,4,05/14/2009 12:00:00 AM +0000,09/06/2017 12:00:00 AM +0000,12,DCP,46062001,0,THE RIDGEWOOD RESERVOIR
89263,POINT (-73.85477599306826 40.90188945004117),0,N,1,638,9,2126825,2,05/14/2009 12:00:00 AM +0000,09/06/2017 12:00:00 AM +0000,4,DoITT,21289501,0,WAKEFIELD PLAYGROUND
89263,POINT (-73.85409133622314 40.90150167388542),0,N,2,1027374,1,2097456,2,02/17/2016 12:00:00 AM +0000,09/06/2017 12:00:00 AM +0000,2,DOE,20053301,2079494,MATILDA AVENUE SCHOOL
190358,POINT (-73.90067294862568 40.81035879489017),26,G,2,14441,3,0,2,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,OTHER,20042901,0,CONRAIL YARD OAK POINT
34123,POINT (-73.98505523668888 40.770731411453234),459,G,2,12858,7,1028830,1,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DoITT,12063501,1026428,FORDHAM UNIVERSITY COMPLEX
40835,POINT (-73.93260413848576 40.61027231688841),1518,X,1,1502,1,0,3,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,4,DPR,31405003,0,HENDRICK I LOTT HOUSE PARK
32969,POINT (-73.9875375637607 40.73730455037751),0,X,2,14402,7,1017861,1,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DCP,11265507,1061045,BARUCH COLLEGE EARLY LEARNING CENTER
27445,POINT (-73.9514691433056 40.63078606390044),405,X,1,9849,7,3327317,3,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DoITT,32333605,3259737,BROOKLYN COLLEGE INGERSOLL HALL
116742,POINT (-73.81851601588055 40.73789297459935),412,X,2,9522,7,4439915,4,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DCP,45999303,0,QUEENS COLL HEATING PLANT
27445,POINT (-73.9555961194156 40.63028241618519),405,X,2,17695,7,3346969,3,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DCP,32333612,0,BROOKLYN COLL FIELD LIBRARY
106643,POINT (-73.78650007642574 40.621092764722675),0,N,2,7018,5,0,4,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,12,DCP,45163501,0,JO COS MARSH
27445,POINT (-73.95325671879024 40.63051387474954),405,X,2,13812,7,3205787,3,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DoITT,32333602,0,BROOKLYN COLL GYM
79406,POINT (-73.87426737803676 40.84163373285286),438,,1,18860,12,2042510,2,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,NYPD,,2046517,NYCTA E 180 ST MAINTENANCE SHOP
80175,POINT (-73.88567971423157 40.86373725824116),397,X,1,14428,7,2102032,2,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DoITT,23325015,0,FORDHAM UNIVERSITY - TENNIS HOUSE
27445,POINT (-73.95211505811264 40.631284686821836),405,G,1,8307,7,0,3,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,OTHER,32333601,0,BROOKLYN COLLEGE CUNY
27449,POINT (-73.9501824295775 40.63149731525513),405,X,2,7332,7,3327319,3,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DoITT,32333609,3259739,LAGUARDIA LIBRARY
27309,POINT (-73.9566743393697 40.629878774760115),405,X,1,17683,7,3407333,3,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DoITT,32333611,3259676,BROOKLYN COLLEGE-HEATING PLANT
145030,POINT (-73.81866026797363 40.73783414949192),412,X,2,9704,7,4439909,4,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DCP,45999342,0,QUEENS COLL BLDG AND GROUNDS ADM
117699,POINT (-74.07314976034792 40.63659266633453),0,,,1002230,7,0,5,07/24/2013 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,OTHER,,0,MARINE AVIATION PIER 7
25874,POINT (-73.95703041659132 40.58280124772218),0,N,2,1002564,1,0,3,09/14/2010 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,4,OTHER,35223301,0,IRVING SCHLOSS TRIANGLE
117698,POINT (-74.07345350183779 40.63235081642682),0,X,2,1002578,7,0,5,09/14/2010 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,OTHER,51062008,0,MARINERS HARBOR PIER 10
117699,POINT (-74.07326618565652 40.63487760686513),0,X,1,1002579,7,0,5,09/14/2010 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,OTHER,51062006,0,MARINERS' HARBOR PIER 8
195304,POINT (-74.07306569283203 40.63371749316053),0,X,1,1002580,7,0,5,09/14/2010 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,OTHER,51062007,0,MARINER'S HARBOR PIER 9
16472,POINT (-74.07302231708313 40.637088598357316),0,N,1,1002584,7,0,5,09/14/2010 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,OTHER,51069001,0,PIER 6-HANNAH ST
40846,POINT (-73.9325292171292 40.610467503539766),1518,X,2,1006544,4,3240121,3,07/14/2011 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,13,OTHER,31405001,3299319,HENDRICK I LOTT HOUSE
242405,POINT (-73.92611869951872 40.799987682920325),447,X,2,1007316,10,0,1,08/16/2011 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,11,OTHER,11371504,9206057,NYPD HARBOR LAUNCH TRAILER
32802,POINT (-73.99106561350153 40.73529372301534),1579,X,1,1007397,12,0,1,08/16/2011 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,6,OTHER,11188003,0,UNION SQUARE PARK W SUBWAY KIOSK
40835,POINT (-73.93265241760177 40.610316188870065),1518,G,1,1007824,4,0,3,08/19/2011 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,13,OTHER,31405002,0,HENDRICK I LOTT COMPLEX
27445,POINT (-73.95143076531231 40.63045703150546),405,,1,1030248,7,3397307,3,09/07/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,,0,BROOKLYN COLLEGE INGERSOLL HALL EXTENSION
27445,POINT (-73.9531243591533 40.630257593684206),405,,2,1030249,7,3205787,3,09/07/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,2,OTHER,,0,BROOKLYN COLLEGE ROOSEVELT HALL EXTENSION
312041,POINT (-73.87748381291298 40.83073616278093),0,N,2,14367,1,2088553,2,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DOE,20026801,2040355,PS 196
312041,POINT (-73.8774928511959 40.83077652124644),0,N,2,11098,1,2088553,2,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,2,DOE,20026701,2040355,X 195
312034,POINT (-73.9740230504133 40.74936722407092),0,,2,2210,4,1087632,1,05/14/2009 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,8,NYPD,,0,NEW ZEALAND CONSULATE
13830,POINT (-74.102994075496 40.64249813479402),2498,G,1,1018024,1,0,5,01/15/2013 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,3,OTHER,51204501,0,SNUG HARBOR CENTER
312034,POINT (-73.97325064661655 40.749647557714425),0,,1,1027748,4,1037546,1,05/10/2016 12:00:00 AM +0000,09/07/2017 12:00:00 AM +0000,8,OTHER,,5170734,BRAZILIAN CONSULATE
9008762,POINT (-74.12262365990405 40.608129195319776),0,,1,4896,4,5154742,5,05/14/2009 12:00:00 AM +0000,09/11/2017 12:00:00 AM +0000,5,NYPD,,9204546,CLOVE LAKE NURSING HOME
126663,POINT (-74.10074601525656 40.64429315163595),2498,X,2,1018051,2,0,5,01/15/2013 12:00:00 AM +0000,09/11/2017 12:00:00 AM +0000,13,OTHER,51204520,0,SNUG HARBOR NEPTUNE FOUNTAIN
